,,,,,,,,,,,
A,B,C,D,Volume,Area,Area Formula,Volume Formula,Area:Volume Imagem,Peso fora,Densidade Arquimedes,Embriodiagnostico
55.37,43.10,30.32,25.05,53.37,68.63,69.74,53.85,1.29,60.10,1072.98,Falecido
58.25,44.19,31.65,26.60,58.03,73.25,74.75,59.57,1.26,58.00,1071.93,Nascido
60.98,46.69,32.88,28.10,67.80,81.22,82.86,69.61,1.20,53.40,1065.86,Nascido
59.70,45.85,33.02,26.69,64.25,78.42,79.74,65.72,1.22,54.90,1089.27,Nascido
62.87,45.19,35.63,27.24,64.91,79.38,81.51,67.23,1.22,61.80,1078.26,Nascido
59.22,43.66,33.37,25.85,57.28,72.70,74.60,59.10,1.27,55.90,1076.99,Nascido
59.47,43.66,34.88,24.59,57.96,73.33,74.90,59.35,1.27,56.70,1077.84,Nascido
60.22,46.42,31.35,28.87,65.64,79.31,81.47,67.96,1.21,61.50,1080.58,Nascido
57.69,45.35,29.48,28.21,58.01,73.55,76.61,62.13,1.27,57.90,1074.06,Nascido
59.23,45.19,31.63,27.60,61.05,75.64,77.82,63.34,1.24,57.70,1080.39,Nascido
57.52,42.22,32.17,25.35,52.95,69.10,69.99,53.68,1.31,48.50,1078.02,Nascido
62.60,43.76,33.69,28.91,60.97,76.33,78.04,62.75,1.25,58.30,1073.49,Nascido
60.60,44.26,33.94,26.66,59.85,75.06,77.20,62.15,1.25,57.20,1077.09,Nascido
54.70,43.43,28.60,26.10,51.09,66.94,69.74,54.02,1.31,51.60,1081.87,Nascido
61.75,48.46,33.63,28.12,73.10,85.19,87.62,75.92,1.17,66.50,1080.90,Nascido
59.23,44.43,32.87,26.37,60.24,75.11,76.22,61.21,1.25,54.40,1085.82,Nascido
64.27,46.65,33.52,30.75,70.38,83.78,86.13,73.24,1.19,65.00,1072.23,Nascido
60.47,44.93,32.88,27.59,61.78,76.50,78.49,63.90,1.24,58.70,1076.89,Nascido
59.46,45.10,30.50,28.95,60.01,74.96,77.84,63.33,1.25,57.80,1078.21,Falecido
58.31,44.26,32.17,26.14,57.71,72.99,74.95,59.80,1.26,57.50,1084.78,Nascido
61.10,47.00,32.44,28.66,67.88,81.25,83.65,70.67,1.20,59.70,1077.41,Nascido
57.46,44.63,29.48,27.99,57.74,72.92,74.88,59.94,1.26,50.60,1067.63,Nascido
60.13,44.10,33.08,27.06,59.20,73.95,76.39,61.23,1.25,55.30,1077.92,Nascido
57.75,44.44,30.38,27.37,57.73,72.91,74.77,59.73,1.26,56.90,1077.54,Nascido
59.18,44.76,31.62,27.55,60.18,75.18,76.85,62.09,1.25,56.80,1073.61,Nascido
61.23,45.17,35.90,25.34,61.98,76.75,79.89,65.43,1.24,58.10,1085.84,Nascido
59.11,47.54,31.67,27.43,66.50,80.21,82.80,69.95,1.21,57.90,1072.06,Nascido
56.95,46.42,30.62,26.34,63.05,76.90,78.18,64.27,1.22,55.40,1067.36,Nascido
58.08,44.78,29.93,28.16,60.44,75.13,75.79,60.98,1.24,56.60,1080.05,Nascido
56.57,44.50,29.93,26.64,57.77,72.83,73.75,58.66,1.26,56.90,1071.44,Falecido
63.57,44.98,34.19,29.39,67.18,81.31,81.69,67.35,1.21,63.60,1066.77,Nascido
59.92,46.14,31.59,28.34,63.29,77.37,80.57,66.81,1.22,58.50,1069.29,Nascido
61.77,47.21,32.90,28.87,69.96,82.86,84.81,72.08,1.18,59.90,1077.12,Nascido
60.90,48.84,34.24,26.66,74.46,86.11,87.62,76.05,1.16,66.50,1082.66,Nascido
61.79,45.98,35.17,26.62,67.11,80.80,82.17,68.39,1.20,60.60,1070.42,Nascido
60.60,45.03,33.94,26.66,62.75,77.23,78.87,64.33,1.23,60.30,1070.81,Nascido
59.11,44.53,31.67,27.43,59.76,74.75,76.28,61.36,1.25,56.10,1082.94,Nascido
59.77,45.71,31.13,28.64,63.61,77.78,79.46,65.39,1.22,58.20,1075.62,Nascido
57.27,46.48,29.66,27.62,62.36,76.49,78.60,64.78,1.23,56.70,1075.79,Nascido
61.03,47.43,34.29,26.74,69.94,82.87,84.60,71.89,1.18,60.10,1067.26,Nascido
62.58,47.00,32.67,29.90,70.59,83.50,85.16,72.37,1.18,63.00,1074.77,Nascido
61.04,46.98,33.90,27.14,68.53,81.82,83.58,70.53,1.19,62.50,1068.07,Nascido
60.19,45.39,33.85,26.34,63.95,78.02,79.26,64.94,1.22,60.00,1086.75,Nascido
59.77,43.96,33.40,26.37,54.42,71.19,75.77,60.49,1.31,54.30,1083.83,Nascido
58.56,45.00,33.19,25.37,59.94,74.81,76.82,62.10,1.25,56.60,1071.86,Nascido
55.14,43.31,28.98,26.16,51.28,68.24,69.92,54.15,1.33,50.10,1063.83,Falecido
53.20,42.43,27.12,26.09,48.82,64.93,66.34,50.15,1.33,47.80,1081.73,Nascido
59.90,44.12,33.08,26.82,59.18,74.00,76.22,61.05,1.25,58.40,1075.34,Nascido
60.65,44.30,34.24,26.41,60.96,75.93,77.37,62.33,1.25,59.80,1089.06,Nascido
56.47,43.43,30.38,26.09,53.41,69.14,71.44,55.76,1.29,54.40,1077.21,Nascido
61.60,46.52,32.94,28.66,67.99,81.38,83.11,69.81,1.20,60.60,1064.77,Nascido
59.31,45.50,33.44,25.87,61.31,75.85,78.62,64.30,1.24,56.80,1069.55,Nascido
56.19,43.39,30.37,25.82,54.02,69.63,71.11,55.40,1.29,53.20,1061.87,Falecido
57.17,43.64,30.60,26.57,54.07,69.70,72.56,57.02,1.29,54.20,1081.83,Nascido
57.97,43.23,32.07,25.89,55.38,70.94,72.48,56.72,1.28,54.70,1085.30,Nascido
57.25,44.63,28.73,28.51,57.98,72.93,74.66,59.72,1.26,54.50,1083.49,Nascido
57.44,44.80,32.65,24.79,59.28,74.30,75.29,60.36,1.25,53.70,1071.85,Nascido
57.45,45.67,31.37,26.09,61.03,75.32,77.10,62.76,1.23,56.10,1076.69,Nascido
56.07,43.14,31.49,24.58,53.68,69.61,70.52,54.65,1.30,53.50,1067.86,Nascido
58.83,43.76,30.70,28.14,56.96,72.47,74.37,58.98,1.27,58.00,1071.93,Nascido
58.75,44.69,32.13,26.62,59.38,74.35,76.30,61.45,1.25,57.60,1072.48,Nascido
60.54,45.16,32.27,28.26,63.15,77.72,79.05,64.65,1.23,59.00,1080.40,Nascido
59.97,44.93,33.88,26.09,62.27,76.68,78.03,63.37,1.23,55.80,1079.23,Nascido
57.84,44.53,31.45,26.39,58.36,73.44,75.05,60.04,1.26,53.30,1063.87,Nascido
57.44,44.36,32.77,24.67,58.03,73.15,74.36,59.17,1.26,56.30,1074.33,Nascido
56.49,43.44,28.89,27.60,54.52,70.10,71.47,55.82,1.29,54.90,1074.32,Nascido
56.59,42.21,29.32,27.27,51.03,67.25,69.07,52.81,1.32,49.80,1075.77,Nascido
57.77,44.66,32.02,25.75,58.54,73.68,75.30,60.35,1.26,57.20,1077.09,Nascido
59.13,46.82,29.95,29.18,65.30,79.00,81.21,67.87,1.21,59.00,1080.40,Nascido
58.02,45.41,29.26,28.76,58.72,74.25,77.06,62.65,1.26,55.20,1080.19,Nascido
60.73,44.85,31.25,29.48,62.43,77.17,78.56,63.97,1.24,60.10,1088.56,Nascido
59.42,43.13,34.35,25.07,57.39,72.78,73.72,57.88,1.27,57.10,1073.18,Nascido
58.63,43.80,31.47,27.16,57.18,72.59,74.29,58.91,1.27,55.30,1069.56,Nascido
57.59,43.76,32.97,24.62,54.74,70.46,73.25,57.73,1.29,53.30,1083.37,Nascido
58.89,46.07,34.33,24.56,58.89,76.50,79.47,65.44,1.30,58.00,1069.94,Nascido
57.11,46.05,31.22,25.89,61.24,75.58,77.55,63.41,1.23,55.90,1070.79,Nascido
56.99,43.44,29.14,27.85,55.12,70.71,71.95,56.32,1.28,51.70,1066.05,Nascido
58.95,43.16,34.13,24.82,57.13,72.46,73.33,57.50,1.27,53.90,1075.84,Nascido
59.73,43.68,33.40,26.34,58.56,73.94,75.13,59.66,1.26,55.70,1077.30,Nascido
62.19,43.83,35.26,26.94,60.89,76.13,77.86,62.56,1.25,59.90,1073.25,Nascido
58.13,44.55,31.97,26.16,59.49,74.37,75.40,60.42,1.25,51.20,1060.12,Nascido
61.75,44.93,32.12,29.63,63.87,78.30,79.73,65.26,1.23,56.70,1077.84,Nascido
61.23,44.68,33.12,28.12,61.62,76.40,78.70,63.99,1.24,57.90,1072.06,Nascido
59.67,43.62,29.85,29.83,57.64,72.98,74.89,59.45,1.27,55.00,1072.07,Falecido
58.99,45.63,29.76,29.23,62.03,76.52,78.49,64.30,1.23,58.80,1072.80,Nascido
57.98,44.94,30.63,27.35,58.65,73.79,76.05,61.32,1.26,54.60,1087.64,Nascido
60.38,45.55,34.21,26.16,64.06,78.49,79.79,65.59,1.23,56.10,1070.51,Nascido
58.27,48.75,31.40,26.87,69.07,81.66,84.58,72.50,1.18,60.20,1072.85,Nascido
59.31,44.75,31.92,27.39,61.22,75.92,76.97,62.20,1.24,57.40,1068.75,Nascido
60.10,47.04,32.97,27.14,67.72,81.01,82.75,69.65,1.20,66.00,1069.29,Nascido
55.95,44.16,30.62,25.34,55.26,70.56,72.46,57.13,1.28,53.30,1063.87,Nascido
56.15,44.37,30.09,26.06,57.08,71.85,73.07,57.88,1.26,52.50,1069.29,Nascido
59.23,45.72,29.86,29.37,63.62,77.99,78.94,64.83,1.23,54.50,1077.05,Nascido
63.75,46.94,34.90,28.85,71.17,84.15,86.28,73.55,1.18,61.50,1073.02,Falecido
56.74,43.38,30.07,26.67,55.20,70.92,71.59,55.90,1.28,50.60,1063.13,Nascido
60.18,44.83,32.49,27.68,61.87,76.57,77.98,63.32,1.24,59.60,1073.66,Nascido
57.36,44.03,32.22,25.14,57.42,72.71,73.58,58.22,1.27,54.50,1066.49,Nascido
59.22,45.17,30.37,28.85,62.01,76.47,77.75,63.28,1.23,56.40,1074.18,Nascido
60.46,45.67,33.44,27.01,63.87,77.94,80.12,66.03,1.22,55.90,1072.85,Nascido
62.19,45.60,31.22,30.97,65.83,79.99,81.65,67.72,1.22,56.50,1069.96,Falecido
61.93,46.41,31.14,30.80,68.10,81.46,83.18,69.85,1.20,61.30,1065.81,Nascido
59.98,44.18,31.13,28.85,59.66,74.67,76.38,61.29,1.25,54.70,1070.40,Nascido
61.73,44.68,33.63,28.10,63.91,78.33,79.20,64.51,1.23,59.70,1077.41,Nascido
57.25,45.19,32.63,24.62,59.06,73.90,75.93,61.23,1.25,54.70,1085.30,Nascido
55.75,42.78,32.61,23.14,52.13,68.19,69.53,53.42,1.31,48.70,1063.51,Nascido
57.56,45.25,30.43,27.14,60.04,74.78,76.29,61.72,1.25,56.10,1072.56,Nascido
58.72,45.42,30.37,28.35,61.32,75.71,77.79,63.44,1.23,59.90,1086.91,Nascido
57.84,45.23,31.09,26.74,58.53,73.32,76.52,61.94,1.25,57.80,1068.23,Nascido
56.78,41.40,30.81,25.97,49.22,66.02,67.63,50.96,1.34,47.70,1057.88,Falecido
57.91,43.63,29.33,28.59,54.04,69.81,73.22,57.72,1.29,56.50,1072.00,Falecido
58.18,45.35,31.00,27.18,60.03,74.82,77.12,62.66,1.25,54.70,1085.30,Nascido
59.33,43.76,33.69,25.64,58.26,73.63,74.92,59.48,1.26,57.60,1078.51,Nascido
62.08,43.98,33.19,28.89,61.67,76.77,78.02,62.88,1.24,61.60,1069.16,Falecido
60.67,45.23,31.62,29.04,63.18,77.61,79.31,64.97,1.23,61.80,1067.07,Nascido
58.48,44.44,31.62,26.87,58.25,73.37,75.50,60.49,1.26,55.90,1076.99,Nascido
60.92,45.82,33.49,27.43,64.40,78.99,80.91,66.98,1.23,60.00,1069.29,Nascido
57.50,44.96,31.38,26.12,59.17,74.01,75.64,60.87,1.25,54.90,1072.22,Nascido
59.95,43.83,34.79,25.17,59.18,74.50,75.72,60.31,1.26,58.10,1069.81,Nascido
56.12,42.85,31.82,24.30,52.43,67.63,69.98,53.95,1.29,53.60,1069.86,Nascido
59.31,43.73,32.17,27.14,58.76,74.10,74.81,59.40,1.26,57.60,1064.53,Nascido
57.09,45.77,32.44,24.64,60.88,75.30,76.99,62.63,1.24,54.20,1075.38,Nascido
57.29,43.98,32.67,24.62,56.78,72.03,73.44,58.03,1.27,52.30,1073.98,Nascido
59.60,44.28,32.97,26.64,59.71,74.82,76.27,61.19,1.25,58.30,1067.59,Nascido
58.13,43.56,32.19,25.94,56.02,71.63,73.32,57.75,1.28,55.60,1065.04,Nascido
57.23,45.62,31.17,26.06,60.93,75.29,76.75,62.36,1.24,58.30,1063.68,Nascido
58.39,45.61,29.83,28.57,61.34,75.46,77.86,63.60,1.23,58.60,1067.20,Nascido
62.40,48.02,35.38,27.02,72.96,85.02,87.38,75.35,1.17,65.80,1064.32,Falecido
59.20,43.91,33.87,25.34,58.18,73.30,75.13,59.77,1.26,53.70,1071.85,Nascido
61.54,45.46,31.90,29.63,64.90,79.05,80.69,66.59,1.22,62.00,1074.24,Nascido
55.17,42.39,32.37,22.81,50.88,66.85,68.22,51.92,1.31,50.10,1082.25,Nascido
62.27,46.71,35.15,27.12,68.71,82.05,84.27,71.13,1.19,65.50,1064.64,Nascido
61.68,44.38,33.59,28.09,62.22,76.84,78.50,63.61,1.24,60.30,1070.81,Falecido
60.85,44.78,31.94,28.91,60.15,75.69,78.52,63.88,1.26,55.20,1065.56,Nascido
58.75,44.19,31.65,27.10,58.00,73.26,75.23,60.08,1.26,53.50,1067.86,Falecido
62.43,45.88,35.85,26.57,68.30,81.64,82.61,68.81,1.20,63.10,1067.35,Nascido
55.45,44.88,29.23,26.22,56.26,71.60,73.44,58.48,1.27,55.70,1071.07,Nascido
61.29,45.48,31.68,29.61,63.99,78.58,80.48,66.37,1.23,60.10,1082.67,Nascido
59.90,45.33,31.47,28.43,61.47,76.15,78.77,64.43,1.24,62.40,1064.53,Nascido
60.25,45.69,31.88,28.37,64.62,78.63,79.91,65.86,1.22,56.80,1067.54,Nascido
58.99,43.36,33.52,25.47,55.77,71.58,73.76,58.07,1.28,50.10,1072.96,Nascido
61.93,44.13,33.35,28.57,61.87,76.66,78.20,63.15,1.24,57.70,1068.36,Nascido
60.81,43.03,33.60,27.21,58.20,73.92,74.77,58.95,1.27,55.90,1074.92,Nascido
60.51,45.91,33.05,27.46,62.61,77.24,80.67,66.77,1.23,58.40,1071.38,Nascido
62.92,47.15,33.40,29.52,70.85,83.79,85.86,73.23,1.18,61.30,1069.53,Nascido
57.88,45.82,30.20,27.68,61.41,75.86,77.81,63.64,1.24,54.50,1081.33,Nascido
63.72,46.60,36.53,27.18,71.00,84.19,85.53,72.44,1.19,66.80,1071.81,Nascido
60.38,43.45,33.89,26.49,58.29,73.80,75.29,59.71,1.27,57.50,1070.62,Nascido
59.83,45.50,33.94,25.89,63.25,77.62,79.15,64.86,1.23,60.10,1061.59,Nascido
58.07,44.22,32.38,25.70,57.69,72.93,74.66,59.46,1.26,52.70,1060.38,Nascido
62.93,45.69,31.59,31.35,66.67,80.75,82.59,68.78,1.21,57.90,1066.13,Nascido
61.97,47.85,34.92,27.06,72.96,85.33,86.52,74.28,1.17,62.40,1066.36,Nascido
60.48,45.42,32.88,27.60,63.36,77.73,79.58,65.35,1.23,60.10,1061.59,Nascido
61.72,43.06,30.97,30.75,58.25,74.12,75.66,59.92,1.27,56.70,1084.03,Nascido
57.94,45.35,32.00,25.94,53.79,74.30,76.91,62.39,1.38,55.40,1067.36,Nascido
62.69,46.89,34.37,28.32,70.75,83.38,85.08,72.19,1.18,60.10,1061.59,Falecido
59.56,46.00,32.15,27.41,63.91,77.95,79.90,65.99,1.22,56.10,1070.51,Nascido
61.25,43.94,33.90,27.35,59.95,75.26,77.16,61.93,1.26,53.90,1075.84,Nascido
56.89,42.28,30.95,25.94,51.56,67.88,69.51,53.26,1.32,48.30,1059.42,Nascido
59.48,43.93,30.12,29.37,58.84,74.02,75.35,60.09,1.26,54.50,1066.49,Nascido
57.50,44.46,32.40,25.10,56.19,72.18,74.63,59.52,1.28,53.20,1061.87,Nascido
60.47,45.42,33.38,27.09,62.38,76.92,79.58,65.33,1.23,59.10,1070.45,Nascido
58.66,43.80,32.72,25.94,57.23,72.67,74.35,58.93,1.27,54.30,1075.23,Nascido
57.52,44.42,30.53,26.99,57.45,72.81,74.50,59.42,1.27,56.70,1067.67,Nascido
57.69,42.14,30.60,27.09,51.26,67.62,69.95,53.65,1.32,50.30,1056.83,Nascido
61.56,43.39,33.08,28.48,60.34,75.86,76.25,60.69,1.26,59.70,1077.41,Nascido
58.97,44.18,32.62,26.35,57.70,73.05,75.43,60.25,1.27,60.10,1067.26,Nascido
59.35,47.04,29.95,29.41,66.12,79.58,81.94,68.78,1.20,59.90,1079.06,Nascido
58.66,45.82,33.21,25.44,62.79,77.03,78.66,64.49,1.23,58.20,1065.75,Nascido
60.23,45.69,33.90,26.34,63.41,77.58,79.95,65.85,1.22,61.20,1069.66,Nascido
60.06,45.75,32.67,27.39,64.35,78.36,79.87,65.82,1.22,65.00,1074.01,Nascido
57.34,44.53,31.94,25.39,57.69,72.80,74.59,59.52,1.26,57.10,1075.20,Nascido
59.89,43.74,35.91,23.98,58.21,73.66,75.51,59.98,1.27,60.10,1069.16,Nascido
59.05,45.44,29.79,29.26,61.85,76.49,78.15,63.84,1.24,56.50,1074.04,Nascido
58.02,44.66,30.28,27.74,59.58,74.56,75.50,60.61,1.25,59.80,1073.39,Nascido
60.97,43.41,35.37,25.60,59.00,74.42,75.80,60.15,1.26,60.00,1082.82,Nascido
57.86,44.50,29.95,27.91,58.42,73.55,75.00,60.00,1.26,59.10,1068.51,Nascido
59.85,46.02,33.71,26.14,65.46,79.34,80.29,66.38,1.21,62.60,1073.45,Nascido
58.87,45.70,33.51,25.36,61.83,76.48,78.61,64.37,1.24,56.40,1062.02,Nascido
56.31,43.70,28.79,27.52,54.42,70.08,71.83,56.32,1.29,50.40,1065.66,Nascido
58.81,44.23,33.19,25.62,58.17,73.40,75.42,60.25,1.26,57.30,1064.91,Nascido
59.52,43.19,32.15,27.37,56.84,72.53,73.87,58.15,1.28,57.50,1068.62,Nascido
60.07,44.84,33.89,26.18,61.95,76.60,77.95,63.25,1.24,60.10,1078.77,Falecido
55.05,44.50,31.67,23.37,54.90,70.25,72.36,57.09,1.28,54.00,1077.84,Nascido
63.27,46.96,32.65,30.62,70.71,83.67,85.79,73.05,1.18,64.40,1071.19,Nascido
58.21,44.61,32.27,25.94,59.72,74.68,75.60,60.64,1.25,56.10,1072.56,Nascido
57.46,43.61,30.50,26.96,55.98,71.59,72.76,57.22,1.28,55.00,1067.90,Nascido
57.86,44.53,30.70,27.16,57.44,72.72,75.06,60.07,1.27,56.30,1070.24,Nascido
59.94,44.14,32.35,27.59,59.62,74.59,76.28,61.16,1.25,57.10,1069.15,Nascido
60.20,45.66,33.35,26.85,63.15,77.43,79.83,65.72,1.23,61.40,1073.16,Nascido
57.91,45.63,29.08,28.84,58.93,74.28,77.43,63.14,1.26,55.90,1072.85,Nascido
57.65,44.37,29.84,27.81,57.92,72.69,74.51,59.42,1.26,55.30,1071.64,Nascido
60.54,43.96,31.63,28.91,59.54,74.77,76.46,61.26,1.26,57.90,1074.06,Falecido
58.04,42.47,30.65,27.39,52.84,69.05,70.94,54.80,1.31,52.40,1082.72,Nascido
59.92,42.87,31.34,28.58,55.02,70.99,73.56,57.67,1.29,53.40,1068.00,Nascido
57.59,43.21,29.82,27.77,54.20,69.61,72.03,56.29,1.28,55.90,1066.70,Nascido
56.74,44.94,29.39,27.35,58.47,73.35,74.82,60.00,1.25,53.80,1073.85,Nascido
61.73,46.67,32.13,29.60,68.53,81.74,83.57,70.42,1.19,63.00,1076.61,Nascido
59.73,43.86,30.23,29.51,59.91,75.12,75.45,60.16,1.25,58.60,1073.08,Nascido
60.33,44.26,31.15,29.18,60.03,75.18,76.88,61.87,1.25,60.10,1067.26,Nascido
59.43,45.01,30.35,29.08,60.60,75.50,77.61,63.04,1.25,60.00,1076.98,Nascido
58.75,43.85,29.61,29.15,55.98,72.05,74.48,59.14,1.29,56.80,1061.54,Nascido
59.43,44.58,30.72,28.71,60.10,75.11,76.69,61.84,1.25,55.60,1075.36,Nascido
58.11,43.53,29.20,28.91,56.70,72.29,73.20,57.66,1.27,55.90,1064.66,Nascido
58.14,42.11,30.07,28.07,53.33,69.16,70.29,53.97,1.30,54.30,1083.83,Nascido
59.18,44.83,30.75,28.43,60.15,75.09,76.98,62.27,1.25,59.10,1066.58,Nascido
62.30,48.25,32.40,29.90,72.01,84.45,87.70,75.94,1.17,68.00,1063.70,Nascido
61.42,44.83,32.24,29.18,63.91,78.43,79.20,64.63,1.23,56.90,1069.42,Nascido
62.43,44.63,31.35,31.08,64.17,78.56,79.75,65.11,1.22,58.70,1069.03,Nascido
61.67,44.30,31.22,30.45,62.25,77.20,78.29,63.38,1.24,62.40,1068.19,Nascido
59.66,43.88,31.59,28.07,58.59,73.63,75.44,60.15,1.26,59.00,1074.49,Nascido
58.33,44.78,30.92,27.41,58.99,74.00,76.05,61.24,1.25,57.20,1075.06,Nascido
55.70,40.66,28.37,27.34,46.58,63.58,65.14,48.22,1.36,46.60,1069.12,Nascido
61.53,47.15,32.27,29.26,66.93,80.12,84.43,71.63,1.20,61.70,1069.04,Nascido
60.49,45.83,30.60,29.89,63.98,78.27,80.43,66.51,1.22,58.50,1067.33,Nascido
60.69,45.64,31.09,29.60,62.12,76.76,80.24,66.20,1.24,58.40,1065.51,Falecido
54.99,40.68,27.62,27.37,46.51,63.31,64.53,47.64,1.36,46.00,1070.12,Nascido
59.98,46.19,30.13,29.85,65.14,78.91,80.72,67.01,1.21,60.30,1059.50,Falecido
59.50,44.59,32.12,27.38,58.64,73.92,76.80,61.94,1.26,57.60,1074.48,Nascido
61.41,46.25,31.34,30.07,67.06,80.53,82.30,68.79,1.20,63.10,1072.81,Nascido
61.19,46.64,30.60,30.59,68.27,81.47,82.94,69.71,1.19,60.50,1059.28,Falecido
58.98,43.68,30.63,28.35,57.60,72.83,74.35,58.91,1.26,53.90,1075.84,Falecido
60.58,44.01,31.92,28.66,59.56,74.78,76.60,61.42,1.26,55.80,1066.83,Nascido
59.56,42.24,30.90,28.66,53.94,70.15,71.88,55.63,1.30,51.50,1070.77,Nascido
63.46,44.52,34.35,29.11,63.28,78.35,80.56,65.85,1.24,61.80,1068.92,Nascido
59.20,45.16,31.60,27.60,60.67,75.30,77.72,63.22,1.24,52.80,1060.25,Nascido
57.47,45.67,29.12,28.35,60.92,75.31,77.08,62.77,1.24,54.60,1085.47,Nascido
57.47,43.68,30.10,27.37,55.63,71.08,72.89,57.40,1.28,52.30,1073.98,Nascido
60.31,46.50,30.43,29.88,66.41,79.98,81.72,68.28,1.20,63.30,1074.38,Nascido
58.08,43.26,30.15,27.93,55.36,71.15,72.61,56.91,1.29,53.00,1066.41,Nascido
59.22,46.42,31.10,28.12,64.24,78.09,80.46,66.83,1.22,60.10,1078.77,Nascido
60.56,47.00,33.15,27.41,67.92,81.17,83.12,70.04,1.20,59.10,1082.23,Nascido
60.18,46.10,31.22,28.95,65.32,79.24,80.71,66.96,1.21,57.80,1064.29,Nascido
59.25,42.70,30.63,28.62,54.42,70.41,72.55,56.55,1.29,51.40,1073.16,Nascido
59.57,43.14,31.78,27.80,55.54,71.47,73.81,58.06,1.29,54.60,1062.20,Falecido
56.84,44.98,29.04,27.80,58.39,73.20,74.99,60.21,1.25,56.00,1074.77,Nascido
59.24,44.88,31.25,27.99,60.46,75.42,77.16,62.48,1.25,55.50,1065.17,Nascido
59.25,47.96,31.90,27.35,69.41,82.08,83.87,71.36,1.18,60.10,1074.91,Nascido
59.08,47.49,30.53,28.55,67.41,80.76,82.64,69.77,1.20,59.60,1081.47,Nascido
59.75,44.44,31.63,28.12,61.25,75.99,76.73,61.79,1.24,56.70,1063.66,Nascido
60.35,43.76,30.45,29.90,58.57,74.03,75.83,60.50,1.26,56.60,1073.89,Nascido
58.50,45.21,29.37,29.14,60.98,75.47,77.12,62.61,1.24,57.80,1070.21,Nascido
58.08,45.03,29.90,28.18,59.85,74.69,76.32,61.66,1.25,54.80,1082.98,Nascido
56.06,45.47,31.06,25.00,58.59,73.16,75.31,60.70,1.25,51.10,1060.25,Nascido
61.96,47.32,31.65,30.31,70.75,83.60,85.23,72.64,1.18,60.30,1063.24,Nascido
65.16,46.80,33.71,31.45,72.43,85.34,87.38,74.71,1.18,65.20,1082.69,Nascido
58.79,44.73,29.90,28.89,59.95,74.78,76.39,61.59,1.25,56.50,1072.00,Falecido
59.15,44.05,30.95,28.21,57.98,73.40,75.31,60.11,1.27,53.70,1071.85,Falecido
60.98,45.94,31.88,29.10,63.28,77.59,81.19,67.39,1.23,60.10,1074.91,Nascido
58.01,44.59,30.92,27.09,57.79,72.90,75.34,60.39,1.26,54.80,1068.17,Nascido
61.77,46.21,31.40,30.37,67.22,80.90,82.57,69.06,1.20,63.10,1070.98,Nascido
58.56,45.73,29.68,28.89,61.25,75.77,78.29,64.13,1.24,60.10,1072.98,Falecido
62.06,44.98,32.40,29.66,63.91,78.49,80.16,65.74,1.23,62.60,1071.61,Nascido
59.33,44.50,32.22,27.11,60.41,75.18,76.44,61.50,1.24,58.90,1070.71,Falecido
60.29,43.71,31.38,28.91,57.66,73.29,75.69,60.32,1.27,59.10,1070.45,Nascido
60.92,46.60,35.26,25.66,65.23,80.50,82.68,69.26,1.23,61.60,1072.89,Nascido
64.12,45.34,33.57,30.55,67.54,80.31,83.04,69.03,1.19,62.50,1075.43,Falecido
61.37,45.28,31.70,29.68,63.94,78.35,80.12,65.87,1.23,62.30,1073.84,Nascido
58.13,44.80,29.20,28.93,58.65,73.75,75.88,61.09,1.26,58.40,1069.42,Nascido
62.25,45.63,31.75,30.50,66.33,80.47,81.77,67.86,1.21,65.10,1077.44,Nascido
61.55,46.65,33.68,27.87,67.36,80.93,83.35,70.12,1.20,64.70,1076.18,Nascido
61.06,48.13,32.65,28.41,71.72,84.03,86.14,74.06,1.17,64.20,1067.86,Nascido
59.29,45.98,29.88,29.41,64.59,78.54,79.55,65.63,1.22,60.10,1071.07,Nascido
58.94,44.14,30.10,28.84,58.50,73.54,75.29,60.14,1.26,57.90,1070.08,Falecido
59.17,43.88,31.09,28.09,57.74,72.93,74.97,59.66,1.26,59.00,1076.45,Nascido
56.67,44.64,30.15,26.52,57.79,73.00,74.14,59.14,1.26,57.00,1071.30,Nascido
58.72,45.42,29.62,29.10,60.50,75.14,77.79,63.44,1.24,58.00,1075.91,Nascido
60.75,47.21,31.13,29.62,66.77,80.44,83.74,70.89,1.20,60.10,1069.16,Nascido
60.54,45.48,31.65,28.89,64.64,78.73,79.74,65.57,1.22,59.70,1081.32,Falecido
60.61,45.87,30.80,29.81,63.87,78.11,80.65,66.78,1.22,62.60,1077.15,Nascido
57.75,43.44,29.14,28.62,55.17,70.83,72.68,57.07,1.28,55.30,1069.56,Falecido
60.22,45.67,32.12,28.10,64.85,78.75,79.85,65.78,1.21,63.50,1077.77,Nascido
62.29,46.98,32.13,30.15,68.79,82.10,84.81,71.98,1.19,64.70,1076.18,Nascido
59.18,44.58,32.00,27.18,59.93,75.04,76.47,61.58,1.25,55.80,1068.88,Nascido
57.70,45.41,29.62,28.09,60.13,74.58,76.75,62.30,1.24,55.60,1067.09,Falecido
61.62,45.28,31.20,30.43,63.94,78.33,80.36,66.14,1.23,60.40,1066.89,Nascido
61.91,44.37,32.08,29.84,62.27,76.85,78.68,63.82,1.23,60.10,1067.26,Nascido
60.40,43.37,30.58,29.83,58.24,73.34,75.06,59.48,1.26,55.20,1078.07,Nascido
57.50,43.19,31.90,25.60,49.53,67.23,71.97,56.18,1.36,52.90,1064.40,Nascido
